,strategy,test_len,model,metric,imp
6,target_return_1d_all_attributes,260,LR,r2,"[ 6.57591431e-05 -3.10955900e-03  8.50333556e-04  1.34380369e-03
  2.26688100e-04 -3.23005652e-04 -1.45325733e-03  1.84859558e-03
  2.83883943e-04 -1.37187585e-04 -1.01575334e-03  5.98002933e-02
  4.95050567e-02 -2.38476266e-03 -1.79320692e-02 -7.51659053e-02
 -3.02176633e-02 -5.03584182e-02  6.41585214e-02  6.41585214e-02
 -7.92082621e-02  4.97617516e-04  1.92822234e-04 -1.44459607e-04
 -2.41863064e-04 -2.92293635e-04 -4.55248282e-04  3.80963032e-04
 -8.01646693e-05 -4.82908750e-04  3.59716238e-04 -2.62283375e-04
  3.97477568e-04  2.53830811e-04 -3.23009555e-04  2.93881659e-06
  4.93456764e-04 -2.92863183e-04]"
7,target_return_1d_all_attributes,260,Lasso,r2,"[-0.         -0.00120947 -0.          0.          0.          0.
 -0.          0.          0.          0.          0.         -0.
 -0.         -0.          0.         -0.         -0.         -0.
 -0.         -0.         -0.          0.          0.         -0.
 -0.         -0.         -0.          0.         -0.         -0.
  0.         -0.          0.          0.         -0.          0.
  0.         -0.        ]"
8,target_return_1d_all_attributes,260,Ridge,r2,"[ 5.45553286e-05 -3.06132760e-03  6.62647730e-04  8.54646455e-04
 -3.56573096e-04  6.15693174e-04 -9.42395361e-04  1.51463027e-03
  9.78526122e-05  4.06378319e-05 -9.95233709e-04  2.92566263e-03
  1.93139280e-03 -2.24835829e-03 -8.53487074e-04 -7.89140454e-04
 -3.15873837e-03  2.26525171e-03 -5.34029030e-04 -5.34029030e-04
 -5.75930573e-04  4.85921244e-04  1.91165427e-04 -1.34494068e-04
 -2.45197120e-04 -2.85898966e-04 -4.30412674e-04  4.48593610e-04
 -3.76166312e-05 -5.45088897e-04  3.73465195e-04 -2.88726305e-04
  3.60789851e-04  1.95139731e-04 -3.39643826e-04  2.96933895e-05
  5.18633484e-04 -2.83064343e-04]"
9,target_return_1d_all_attributes,260,RandomForest,r2,"[0.03639819 0.08945486 0.05121465 0.09241835 0.06267348 0.08741092
 0.02231804 0.05823268 0.02373995 0.02821709 0.02150618 0.04505959
 0.03449833 0.02845656 0.06652233 0.02214833 0.03110228 0.03237205
 0.03369543 0.0529592  0.03981607 0.00350635 0.         0.00326111
 0.00132153 0.00856509 0.00010367 0.00042683 0.00833425 0.00289599
 0.00037902 0.00065545 0.00013884 0.00261093 0.         0.00073254
 0.00685384 0.        ]"
10,target_return_1d_all_attributes,260,XGB,r2,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
11,target_return_1d_all_attributes,260,SVR,r2,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
12,target_return_1d_all_attributes,260,LR,neg_mean_absolute_error,"[ 6.57591431e-05 -3.10955900e-03  8.50333556e-04  1.34380369e-03
  2.26688100e-04 -3.23005652e-04 -1.45325733e-03  1.84859558e-03
  2.83883943e-04 -1.37187585e-04 -1.01575334e-03  5.98002933e-02
  4.95050567e-02 -2.38476266e-03 -1.79320692e-02 -7.51659053e-02
 -3.02176633e-02 -5.03584182e-02  6.41585214e-02  6.41585214e-02
 -7.92082621e-02  4.97617516e-04  1.92822234e-04 -1.44459607e-04
 -2.41863064e-04 -2.92293635e-04 -4.55248282e-04  3.80963032e-04
 -8.01646693e-05 -4.82908750e-04  3.59716238e-04 -2.62283375e-04
  3.97477568e-04  2.53830811e-04 -3.23009555e-04  2.93881659e-06
  4.93456764e-04 -2.92863183e-04]"
13,target_return_1d_all_attributes,260,Lasso,neg_mean_absolute_error,"[-0.         -0.00120947 -0.          0.          0.          0.
 -0.          0.          0.          0.          0.         -0.
 -0.         -0.          0.         -0.         -0.         -0.
 -0.         -0.         -0.          0.          0.         -0.
 -0.         -0.         -0.          0.         -0.         -0.
  0.         -0.          0.          0.         -0.          0.
  0.         -0.        ]"
14,target_return_1d_all_attributes,260,Ridge,neg_mean_absolute_error,"[ 5.45553286e-05 -3.06132760e-03  6.62647730e-04  8.54646455e-04
 -3.56573096e-04  6.15693174e-04 -9.42395361e-04  1.51463027e-03
  9.78526122e-05  4.06378319e-05 -9.95233709e-04  2.92566263e-03
  1.93139280e-03 -2.24835829e-03 -8.53487074e-04 -7.89140454e-04
 -3.15873837e-03  2.26525171e-03 -5.34029030e-04 -5.34029030e-04
 -5.75930573e-04  4.85921244e-04  1.91165427e-04 -1.34494068e-04
 -2.45197120e-04 -2.85898966e-04 -4.30412674e-04  4.48593610e-04
 -3.76166312e-05 -5.45088897e-04  3.73465195e-04 -2.88726305e-04
  3.60789851e-04  1.95139731e-04 -3.39643826e-04  2.96933895e-05
  5.18633484e-04 -2.83064343e-04]"
15,target_return_1d_all_attributes,260,RandomForest,neg_mean_absolute_error,"[0.03639819 0.08945486 0.05121465 0.09241835 0.06267348 0.08741092
 0.02231804 0.05823268 0.02373995 0.02821709 0.02150618 0.04505959
 0.03449833 0.02845656 0.06652233 0.02214833 0.03110228 0.03237205
 0.03369543 0.0529592  0.03981607 0.00350635 0.         0.00326111
 0.00132153 0.00856509 0.00010367 0.00042683 0.00833425 0.00289599
 0.00037902 0.00065545 0.00013884 0.00261093 0.         0.00073254
 0.00685384 0.        ]"
16,target_return_1d_all_attributes,260,XGB,neg_mean_absolute_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
17,target_return_1d_all_attributes,260,SVR,neg_mean_absolute_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
18,target_return_1d_all_attributes,260,LR,neg_mean_squared_error,"[ 6.57591431e-05 -3.10955900e-03  8.50333556e-04  1.34380369e-03
  2.26688100e-04 -3.23005652e-04 -1.45325733e-03  1.84859558e-03
  2.83883943e-04 -1.37187585e-04 -1.01575334e-03  5.98002933e-02
  4.95050567e-02 -2.38476266e-03 -1.79320692e-02 -7.51659053e-02
 -3.02176633e-02 -5.03584182e-02  6.41585214e-02  6.41585214e-02
 -7.92082621e-02  4.97617516e-04  1.92822234e-04 -1.44459607e-04
 -2.41863064e-04 -2.92293635e-04 -4.55248282e-04  3.80963032e-04
 -8.01646693e-05 -4.82908750e-04  3.59716238e-04 -2.62283375e-04
  3.97477568e-04  2.53830811e-04 -3.23009555e-04  2.93881659e-06
  4.93456764e-04 -2.92863183e-04]"
19,target_return_1d_all_attributes,260,Lasso,neg_mean_squared_error,"[-0.         -0.00120947 -0.          0.          0.          0.
 -0.          0.          0.          0.          0.         -0.
 -0.         -0.          0.         -0.         -0.         -0.
 -0.         -0.         -0.          0.          0.         -0.
 -0.         -0.         -0.          0.         -0.         -0.
  0.         -0.          0.          0.         -0.          0.
  0.         -0.        ]"
20,target_return_1d_all_attributes,260,Ridge,neg_mean_squared_error,"[ 5.45553286e-05 -3.06132760e-03  6.62647730e-04  8.54646455e-04
 -3.56573096e-04  6.15693174e-04 -9.42395361e-04  1.51463027e-03
  9.78526122e-05  4.06378319e-05 -9.95233709e-04  2.92566263e-03
  1.93139280e-03 -2.24835829e-03 -8.53487074e-04 -7.89140454e-04
 -3.15873837e-03  2.26525171e-03 -5.34029030e-04 -5.34029030e-04
 -5.75930573e-04  4.85921244e-04  1.91165427e-04 -1.34494068e-04
 -2.45197120e-04 -2.85898966e-04 -4.30412674e-04  4.48593610e-04
 -3.76166312e-05 -5.45088897e-04  3.73465195e-04 -2.88726305e-04
  3.60789851e-04  1.95139731e-04 -3.39643826e-04  2.96933895e-05
  5.18633484e-04 -2.83064343e-04]"
21,target_return_1d_all_attributes,260,RandomForest,neg_mean_squared_error,"[0.03639819 0.08945486 0.05121465 0.09241835 0.06267348 0.08741092
 0.02231804 0.05823268 0.02373995 0.02821709 0.02150618 0.04505959
 0.03449833 0.02845656 0.06652233 0.02214833 0.03110228 0.03237205
 0.03369543 0.0529592  0.03981607 0.00350635 0.         0.00326111
 0.00132153 0.00856509 0.00010367 0.00042683 0.00833425 0.00289599
 0.00037902 0.00065545 0.00013884 0.00261093 0.         0.00073254
 0.00685384 0.        ]"
22,target_return_1d_all_attributes,260,XGB,neg_mean_squared_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
23,target_return_1d_all_attributes,260,SVR,neg_mean_squared_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
24,target_return_1d_all_attributes,260,LR,neg_median_absolute_error,"[ 6.57591431e-05 -3.10955900e-03  8.50333556e-04  1.34380369e-03
  2.26688100e-04 -3.23005652e-04 -1.45325733e-03  1.84859558e-03
  2.83883943e-04 -1.37187585e-04 -1.01575334e-03  5.98002933e-02
  4.95050567e-02 -2.38476266e-03 -1.79320692e-02 -7.51659053e-02
 -3.02176633e-02 -5.03584182e-02  6.41585214e-02  6.41585214e-02
 -7.92082621e-02  4.97617516e-04  1.92822234e-04 -1.44459607e-04
 -2.41863064e-04 -2.92293635e-04 -4.55248282e-04  3.80963032e-04
 -8.01646693e-05 -4.82908750e-04  3.59716238e-04 -2.62283375e-04
  3.97477568e-04  2.53830811e-04 -3.23009555e-04  2.93881659e-06
  4.93456764e-04 -2.92863183e-04]"
25,target_return_1d_all_attributes,260,Lasso,neg_median_absolute_error,"[-0.         -0.00120947 -0.          0.          0.          0.
 -0.          0.          0.          0.          0.         -0.
 -0.         -0.          0.         -0.         -0.         -0.
 -0.         -0.         -0.          0.          0.         -0.
 -0.         -0.         -0.          0.         -0.         -0.
  0.         -0.          0.          0.         -0.          0.
  0.         -0.        ]"
26,target_return_1d_all_attributes,260,Ridge,neg_median_absolute_error,"[ 5.45553286e-05 -3.06132760e-03  6.62647730e-04  8.54646455e-04
 -3.56573096e-04  6.15693174e-04 -9.42395361e-04  1.51463027e-03
  9.78526122e-05  4.06378319e-05 -9.95233709e-04  2.92566263e-03
  1.93139280e-03 -2.24835829e-03 -8.53487074e-04 -7.89140454e-04
 -3.15873837e-03  2.26525171e-03 -5.34029030e-04 -5.34029030e-04
 -5.75930573e-04  4.85921244e-04  1.91165427e-04 -1.34494068e-04
 -2.45197120e-04 -2.85898966e-04 -4.30412674e-04  4.48593610e-04
 -3.76166312e-05 -5.45088897e-04  3.73465195e-04 -2.88726305e-04
  3.60789851e-04  1.95139731e-04 -3.39643826e-04  2.96933895e-05
  5.18633484e-04 -2.83064343e-04]"
27,target_return_1d_all_attributes,260,RandomForest,neg_median_absolute_error,"[0.03639819 0.08945486 0.05121465 0.09241835 0.06267348 0.08741092
 0.02231804 0.05823268 0.02373995 0.02821709 0.02150618 0.04505959
 0.03449833 0.02845656 0.06652233 0.02214833 0.03110228 0.03237205
 0.03369543 0.0529592  0.03981607 0.00350635 0.         0.00326111
 0.00132153 0.00856509 0.00010367 0.00042683 0.00833425 0.00289599
 0.00037902 0.00065545 0.00013884 0.00261093 0.         0.00073254
 0.00685384 0.        ]"
28,target_return_1d_all_attributes,260,XGB,neg_median_absolute_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
29,target_return_1d_all_attributes,260,SVR,neg_median_absolute_error,"[0.03494533 0.03246636 0.03354611 0.03575495 0.02891522 0.0370464
 0.02564237 0.02798893 0.03001774 0.02975298 0.02956049 0.02865673
 0.05510907 0.03008574 0.02546625 0.03485541 0.02116235 0.0336409
 0.02402928 0.         0.03112738 0.06573074 0.         0.02101793
 0.10389286 0.03401367 0.         0.03289289 0.02874955 0.
 0.02842761 0.         0.         0.00508578 0.         0.
 0.05041902 0.        ]"
0,target_close_all_lags,260,LR,explained_variance,"[68.3973323   1.67018689  4.0135793  -3.15369593  5.31651831 -3.32585766
 -0.61598643 -0.9244804   1.2481127  -0.42746888]"
1,target_close_all_lags,260,Lasso,explained_variance,"[68.04637366  2.50612994  2.92910795 -1.2660137   3.55018322 -2.86849436
 -0.58859854 -0.9291656   1.23944078 -0.42034099]"
2,target_close_all_lags,260,Ridge,explained_variance,"[68.39602953  1.67146469  4.01342916 -3.15334464  5.31615205 -3.32561927
 -0.61604581 -0.92448057  1.24812429 -0.42747036]"
3,target_close_all_lags,260,RandomForest,explained_variance,"[5.02419856e-01 1.23100417e-01 9.07156882e-02 2.03494192e-01
 7.85256931e-02 1.45911333e-04 6.27092482e-04 1.48676341e-04
 5.34495406e-04 2.87977709e-04]"
4,target_close_all_lags,260,XGB,explained_variance,"[0.5140602  0.01812504 0.01850492 0.00208258 0.02465709 0.29356423
 0.06427921 0.06204627 0.00173102 0.00094942]"
5,target_close_all_lags,260,SVR,explained_variance,"[ 0.98231739  0.07294232 -0.01969114 -0.06422701  0.00907184  0.00782151
  0.01139595  0.00166725  0.01146702 -0.01262661]"
6,target_close_all_lags,260,LR,r2,"[68.3973323   1.67018689  4.0135793  -3.15369593  5.31651831 -3.32585766
 -0.61598643 -0.9244804   1.2481127  -0.42746888]"
7,target_close_all_lags,260,Lasso,r2,"[68.04637366  2.50612994  2.92910795 -1.2660137   3.55018322 -2.86849436
 -0.58859854 -0.9291656   1.23944078 -0.42034099]"
8,target_close_all_lags,260,Ridge,r2,"[68.39602953  1.67146469  4.01342916 -3.15334464  5.31615205 -3.32561927
 -0.61604581 -0.92448057  1.24812429 -0.42747036]"
9,target_close_all_lags,260,RandomForest,r2,"[5.02419856e-01 1.23100417e-01 9.07156882e-02 2.03494192e-01
 7.85256931e-02 1.45911333e-04 6.27092482e-04 1.48676341e-04
 5.34495406e-04 2.87977709e-04]"
10,target_close_all_lags,260,XGB,r2,"[0.5140602  0.01812504 0.01850492 0.00208258 0.02465709 0.29356423
 0.06427921 0.06204627 0.00173102 0.00094942]"
11,target_close_all_lags,260,SVR,r2,"[ 0.98231739  0.07294232 -0.01969114 -0.06422701  0.00907184  0.00782151
  0.01139595  0.00166725  0.01146702 -0.01262661]"
12,target_close_all_lags,260,LR,neg_mean_absolute_error,"[68.3973323   1.67018689  4.0135793  -3.15369593  5.31651831 -3.32585766
 -0.61598643 -0.9244804   1.2481127  -0.42746888]"
13,target_close_all_lags,260,Lasso,neg_mean_absolute_error,"[68.04637366  2.50612994  2.92910795 -1.2660137   3.55018322 -2.86849436
 -0.58859854 -0.9291656   1.23944078 -0.42034099]"
14,target_close_all_lags,260,Ridge,neg_mean_absolute_error,"[68.39602953  1.67146469  4.01342916 -3.15334464  5.31615205 -3.32561927
 -0.61604581 -0.92448057  1.24812429 -0.42747036]"
15,target_close_all_lags,260,RandomForest,neg_mean_absolute_error,"[5.02419856e-01 1.23100417e-01 9.07156882e-02 2.03494192e-01
 7.85256931e-02 1.45911333e-04 6.27092482e-04 1.48676341e-04
 5.34495406e-04 2.87977709e-04]"
16,target_close_all_lags,260,XGB,neg_mean_absolute_error,"[0.5140602  0.01812504 0.01850492 0.00208258 0.02465709 0.29356423
 0.06427921 0.06204627 0.00173102 0.00094942]"
17,target_close_all_lags,260,SVR,neg_mean_absolute_error,"[ 0.98231739  0.07294232 -0.01969114 -0.06422701  0.00907184  0.00782151
  0.01139595  0.00166725  0.01146702 -0.01262661]"
18,target_close_all_lags,260,LR,neg_mean_squared_error,"[68.3973323   1.67018689  4.0135793  -3.15369593  5.31651831 -3.32585766
 -0.61598643 -0.9244804   1.2481127  -0.42746888]"
19,target_close_all_lags,260,Lasso,neg_mean_squared_error,"[68.04637366  2.50612994  2.92910795 -1.2660137   3.55018322 -2.86849436
 -0.58859854 -0.9291656   1.23944078 -0.42034099]"
20,target_close_all_lags,260,Ridge,neg_mean_squared_error,"[68.39602953  1.67146469  4.01342916 -3.15334464  5.31615205 -3.32561927
 -0.61604581 -0.92448057  1.24812429 -0.42747036]"
21,target_close_all_lags,260,RandomForest,neg_mean_squared_error,"[5.02419856e-01 1.23100417e-01 9.07156882e-02 2.03494192e-01
 7.85256931e-02 1.45911333e-04 6.27092482e-04 1.48676341e-04
 5.34495406e-04 2.87977709e-04]"
22,target_close_all_lags,260,XGB,neg_mean_squared_error,"[0.5140602  0.01812504 0.01850492 0.00208258 0.02465709 0.29356423
 0.06427921 0.06204627 0.00173102 0.00094942]"
23,target_close_all_lags,260,SVR,neg_mean_squared_error,"[ 0.98231739  0.07294232 -0.01969114 -0.06422701  0.00907184  0.00782151
  0.01139595  0.00166725  0.01146702 -0.01262661]"
24,target_close_all_lags,260,LR,neg_median_absolute_error,"[68.3973323   1.67018689  4.0135793  -3.15369593  5.31651831 -3.32585766
 -0.61598643 -0.9244804   1.2481127  -0.42746888]"
25,target_close_all_lags,260,Lasso,neg_median_absolute_error,"[68.04637366  2.50612994  2.92910795 -1.2660137   3.55018322 -2.86849436
 -0.58859854 -0.9291656   1.23944078 -0.42034099]"
26,target_close_all_lags,260,Ridge,neg_median_absolute_error,"[68.39602953  1.67146469  4.01342916 -3.15334464  5.31615205 -3.32561927
 -0.61604581 -0.92448057  1.24812429 -0.42747036]"
27,target_close_all_lags,260,RandomForest,neg_median_absolute_error,"[5.02419856e-01 1.23100417e-01 9.07156882e-02 2.03494192e-01
 7.85256931e-02 1.45911333e-04 6.27092482e-04 1.48676341e-04
 5.34495406e-04 2.87977709e-04]"
28,target_close_all_lags,260,XGB,neg_median_absolute_error,"[0.5140602  0.01812504 0.01850492 0.00208258 0.02465709 0.29356423
 0.06427921 0.06204627 0.00173102 0.00094942]"
29,target_close_all_lags,260,SVR,neg_median_absolute_error,"[ 0.98231739  0.07294232 -0.01969114 -0.06422701  0.00907184  0.00782151
  0.01139595  0.00166725  0.01146702 -0.01262661]"
