,strategy,test_len,model,metric,mean,median,std
14, target_class_returns_all_attributes,260,GNB,precision,0.07002801120448178,0.0196078431372549,0.08554507504049567
15, target_class_returns_all_attributes,260,LogReg,recall,0.25170068027210885,0.2857142857142857,0.19313019818474
16, target_class_returns_all_attributes,260,RandomForest,recall,0.0,0.0,0.0
17, target_class_returns_all_attributes,260,SVC,recall,0.047619047619047616,0.0,0.06734350297014738
18, target_class_returns_all_attributes,260,KNN,recall,0.0,0.0,0.0
19, target_class_returns_all_attributes,260,GNB,recall,0.28656462585034015,0.125,0.32095806545648997
20, target_class_returns_all_attributes,260,LogReg,roc_auc,0.6243207917742816,0.566399071476932,0.16828479239868113
21, target_class_returns_all_attributes,260,RandomForest,roc_auc,0.6046692914881039,0.47267627430118964,0.19921729636490368
22, target_class_returns_all_attributes,260,SVC,roc_auc,0.6414025207343405,0.5837121578489216,0.18526930670695757
23, target_class_returns_all_attributes,260,KNN,roc_auc,0.5212302204994502,0.5041590095753942,0.03457923133093713
24, target_class_returns_all_attributes,260,GNB,roc_auc,0.4473808381962579,0.5,0.07911098003811352
